accuracy,negAccuracy,negNPV,npv,precision,recall,specificity
0.47491319444444435,-0.3223490918803418,-0.02473958333333337,0.02517361111111111,0.07465277777777778,0.0,0.0
1.0,0.9743589743589743,0.9743589743589743,1.0,1.0,1.0,1.0
