accuracy,negAccuracy,negNPV,npv,precision,recall,specificity
0.44502525807160115,-0.3224304065507667,-0.024818800790687434,0.05007687239182956,0.02481880079068746,0.0,0.0
1.0,0.9742711201968834,0.9726030481078769,1.0,1.0,1.0,1.0
