accuracy,negAccuracy,negNPV,npv,precision,recall,specificity
0.074609375,-0.8741085737179488,-0.024609375000000044,0.050390625,0.049609375000000004,0.0,0.0
0.999609375,0.9739683493589744,0.9743589743589743,1.0,1.0,1.0,1.0
