accuracy,negAccuracy,negNPV,npv,precision,recall,specificity
0.17222222222222222,-0.673931623931624,-0.031135531135531025,0.027777777777777776,0.044444444444444446,0.0,0.0
1.0,0.951025641025641,0.8974358974358975,1.0,1.0,1.0,1.0
