accuracy,negAccuracy,negNPV,npv,precision,recall,specificity
0.17482978256094883,-0.6713240635928973,-0.024818800790687434,0.051070840197693576,0.024818800790687455,0.0,0.0
0.9814847353393367,0.955843709698311,0.9743589743589743,1.0,0.9925128367526973,1.0,1.0
