accuracy,negAccuracy,negNPV,npv,precision,recall,specificity
0.1996527777777778,-0.7039262820512822,-0.02473958333333337,0.05034722222222222,0.024739583333333332,0.0,0.0
0.9979166666666666,0.9704527243589743,0.9421009098428452,0.9998205875756896,1.0,1.0,1.0
