accuracy,negAccuracy,negNPV,npv,precision,recall,specificity
0.26875,-0.6286858974358973,-0.0681089743589744,0.046875,0.031249999999999993,0.0,0.0
0.9947916666666666,0.9639423076923077,0.9743589743589743,1.0,1.0,1.0,1.0
